id,name,card_no,card_provider,shop_no,shop_name,loc,prd_name,price,result,txdate
jieunno,ì¡°ë,3.05519E+13,American Express,16670380,ì¹´í_¼í_,"37.5882, 127.0085",_êµ,6000,¹ì_,2022.12.5 10:09
jeongungheo,´ì_,3.44729E+14,JCB 16 digit,16753097,±ì_ê³µì_ì¤__¬ì_ë¬´ì_,"37.6102, 127.0597",¼ìê°__(300g),12000,¹ì_,2022.12.3 18:23
sangceol05,¥ì_,3.5275E+15,American Express,16189258,__,"37.52, 127.027",ê¹ì¹__ê°_°±ë°,6000,¹ì_,2022.12.5 5:51
jia87,_,3.52255E+15,JCB 16 digit,16517761,___,"37.6128, 126.9202",__,35000,¹ì_,2022.12.5 3:56
gyeongjagim,_ì§,3.0236E+13,VISA 16 digit,16425293,____2,"37.5585, 126.9197",__,35000,¹ì_,2022.12.4 15:40
juweoni,ì¡°ê²½,4.1193E+18,JCB 15 digit,12073084,____,"37.6011, 127.1038",ê¹ì¹_³¶_°¥,6000,¹ì_,2022.11.28 22:38
lbag,ìµ__ì§,6.56042E+15,JCB 16 digit,16090784,__¼ìì§,"37.5699, 126.992",¥ì_+ê³µê¸°ë°,7000,¹ì_,2022.12.4 6:11
seonghyeon02,´ì,4.37264E+15,JCB 15 digit,25318386,¤ì_ê³µì_ì¤__,"37.5551, 127.0763",ê°__ë°±ë_,6500,¹ì_,2022.12.4 8:33
seoyeon60,__,4.57986E+18,JCB 16 digit,12643229,__ê³µì_ì¤__¬ì_ë¬´ì_,"37.4825, 127.0619",__¼ê²¹,6000,¹ì_,2022.12.5 12:55
kgim,ê°__,4.70283E+15,Diners Club / Carte Blanche,20743402,____ê°__,"37.5413, 126.8639",__ë©,4500,¹ì_,2022.12.4 6:03
hyeonjuni,¤ì_,3.52781E+15,VISA 16 digit,22320734,´ê_¬ë£©,"37.5416, 126.9959",__¼ë_,6900,¹ì_,2022.12.2 0:15
ogjacoe,´ì_ë¯,4.85464E+18,Diners Club / Carte Blanche,13181798,¬ë__µ¬____,"37.5272, 127.0339",ê³__´êµ¬,7000,¹ì_,2022.11.29 11:50
hyejin10,´ëì¤,1.80007E+14,JCB 15 digit,22402337,_¸¸ì·¨ì_,"37.6371, 127.0265",_³µ __ë£,4000,¹ì_,2022.12.5 11:06
gweonminsu,¤ì_,2.13126E+14,Discover,22349408,_²½ë°___,"37.6109, 127.0566",¼ë©´,3000,¹ì_,2022.12.2 9:30
siucoe,ë°__ë¯,2.13108E+14,JCB 15 digit,22497768,ROKë¬´ë_,"37.4879, 126.9472",½ê²¹(180g),14000,¹ì_,2022.12.1 10:13
gimjeongsun,ê¹ëª__,6.76345E+11,JCB 16 digit,20699929,__ì§_µ­,"37.5305, 127.1222",_³µ¸í_,6000,¹ì_,2022.11.29 0:51
hyejingim,ê¹__,4.1814E+15,Maestro,21816038,¤í_¼ì_,"37.5893, 127.0158",¡ë_£êµ­,4500,¹ì_,2022.11.29 0:56
sugja31,¤ë,1.80055E+14,VISA 16 digit,12296689,__,"37.6028, 127.0216",_©´(ë¬),5000,¹ì_,2022.12.4 13:33
jeongyeongsug,±ì_,3.59372E+15,JCB 16 digit,23040494,_³¡ëª©ì_,"37.4696, 126.9213",_³µ,7000,¹ì_,2022.11.30 23:28
byeongceol84,¨ì_,4.43049E+15,Discover,14307716,__¤í__½¤,"37.5228, 126.8852",¤ë¦¬ë¡__(400g ë°__ë¦),20000,¹ì_,2022.12.2 13:28
agweon,´ì_ì§,2.28545E+15,VISA 13 digit,22469529,__ë¶__,"37.5021, 127.0352",ê¹ë°,1500,¹ì_,2022.11.30 16:05
egim,ê¹ì¤,4.82057E+18,VISA 13 digit,22004491,__¨ì_,"37.5379, 126.9444",ë¹__ë°,4000,¹ì_,2022.12.2 6:56
haeun60,ë°__,2.43279E+15,Mastercard,23612728,__ë¦¬ì¹´,"37.6571, 126.9477",ì¹¼êµ­ ,5000,¹ì_,2022.12.4 7:35
jojeongho,ê¹__,3.74509E+14,Diners Club / Carte Blanche,16375042,ë°±ë¦¼,"37.5602, 126.9052",ë³´ì_ì£¼ë_ ê°__(2),33000,¹ì_,2022.12.5 4:37
jiabag,´ì_,3.59021E+15,Discover,26029128,ê³__ì§,"37.6281, 127.0131",ê¹ì¹__ê° ë°±ë_,6000,¹ì_,2022.12.5 5:44
wseong,ê¹__,4.81339E+15,VISA 16 digit,23279870,_¸°,"37.5539, 126.9683",¼ê²¹(200g),12000,¹ì_,2022.11.29 7:49
ganggwangsu,__,2.24353E+15,VISA 19 digit,11870532,____ê²__,"37.4867, 126.8374",ì»·í_(__),6000,¹ì_,2022.12.3 20:43
cunjahan,ê¹__,2.13189E+14,Diners Club / Carte Blanche,12286703,ë±__ì°¸ê¸°ë¦,"37.577, 126.9231",__,7000,¹ì_,2022.12.2 8:16
seoyeon25,__,2.13131E+14,Discover,22358211,_µ­ì§__ê³__ë¡__ë¹__,"37.6097, 127.0543",ë§____ë¹_°¥,6000,¹ì_,2022.12.4 2:43
ieunjeong,¤ì_ë¯,3.5363E+15,VISA 13 digit,15835813,ì¡±ë___¸ì¡±,"37.526, 126.9308",__ ì¤,18000,¹ì_,2022.12.2 18:54
eunyeong72,__,4.08057E+15,American Express,12252092,YIP¨ì_,"37.5701, 126.9996",ê¹ì¹__ë£¨ì_ê¸,6000,¹ì_,2022.12.2 18:01
yunseo68,__,4.65572E+18,Discover,24553117,__ë¶__,"37.5157, 126.8612",__ì°__,4000,¹ì_,2022.11.29 8:02
seohyeongwag,ë°__,3.75649E+14,VISA 19 digit,16063652,ê¹ê°,"37.4921, 127.0291",ì§¬ë_,4000,¹ì_,2022.11.28 19:17
sanghyeonji,ê¹ì§,2.28084E+15,VISA 13 digit,24988453,__,"37.6044, 126.9056",ë¹__ë°,4000,¹ì_,2022.12.1 17:49
bagjeonghyi,´ì_,2.52647E+15,VISA 16 digit,17257874,ì¹´í_,"37.5218, 127.0216",¡ë³¶,3000,¹ì_,2022.12.4 16:40
esong,ê¶__ì²,4.33426E+15,Discover,16271151,ì½____40¸ê¸°_µ¬ì¡°ì¡°___¬ì___,"37.5077, 127.0556",__,10000,¹ì_,2022.12.5 22:54
xgim,ê¹ê²½ì_,3.03863E+13,VISA 16 digit,22697328,____,"37.569, 126.9921",ê¹ì¹__ê°,5000,¹ì_,2022.11.29 18:52
anogja,ë°__,3.50682E+15,VISA 16 digit,12303748,____,"37.5696, 127.0404",_©´,6000,¹ì_,2022.12.5 3:33
seongmin48,¤ì,4.99047E+12,VISA 19 digit,20737811,ì¤___²¬,"37.5623, 126.9998",__ì°__,5000,¹ì_,2022.12.5 22:50
yeonghyi83,ë°__,6.01166E+15,JCB 15 digit,20579339,¨ì_ì¶__,"37.4689, 126.8989",__ë©,4000,¹ì_,2022.11.29 14:53
yujin08,ê¹_,3.74572E+14,JCB 16 digit,20434795,___³±ì°,"37.4944, 126.8831",ê°__,6000,¹ì_,2022.11.30 10:09
myeongsugseong,ë¥_ë¯,4.98257E+15,JCB 15 digit,21831019,ì½__¸ë__°©,"37.6031, 127.0658",ë°±ë_,5000,¹ì_,2022.12.5 2:16
jsong,ê¹¥ì_,2.27598E+15,JCB 15 digit,24458441,ë¯¼í_,"37.5339, 126.95",ì¡°ê¸°ë°±ë_,5000,¹ì_,2022.12.4 11:40
yungyeongsu,ê¹ì£¼ì_,3.56964E+15,American Express,16520098,_´ê_,"37.5587, 126.9637",ì½©ë_ë¬¼ë°¥,3500,¹ì_,2022.11.29 4:30
ucoe,ë°__,3.81174E+13,Diners Club / Carte Blanche,20080687,__´ë_ì§,"37.5754, 126.9733",_êµ,5000,¹ì_,2022.12.5 16:15
gimseoyun,ê³_ì§,6.7629E+11,JCB 16 digit,12242609,__¬ì_,"37.5727, 127.0203",_³µ¸í_ë£,6000,¹ì_,2022.12.5 12:32
iyeongsig,ê¹±ë,3.0357E+13,VISA 16 digit,24552003,__ë¡__´ë³´µí_,"37.5531, 127.1555",¼ê²¹,5600,¹ì_,2022.12.3 19:32
seohyeonsong,ê¹__,4.75012E+15,VISA 16 digit,12487341,ì²___ë¡_µ¬,"37.5611, 127.0848",ë¯¸ì_ë£(__),30000,¹ì_,2022.12.2 7:48
tcoe,ê¹ë¯¼ì_,3.88566E+13,JCB 16 digit,16590407,¬ì½¤,"37.6608, 127.0377",ê¹ì¹__ê°,4000,¹ì_,2022.11.28 16:51
gumyeongsug,__,5.31535E+15,VISA 13 digit,27715797,__ê¸°ì_,"37.5463, 126.9802",_£¼ë¹__ë°,7500,¹ì_,2022.12.4 11:46
iyeonggil,ë°°ì_,3.53781E+15,Diners Club / Carte Blanche,22984866,__,"37.4777, 126.933",__ë·__,5000,¹ì_,2022.12.2 1:11
ejo,ë¥__,5.43863E+15,JCB 16 digit,16702029,ë²__ì§____,"37.4894, 126.9907",ë¯¸ì_ë£(ì»¤í_),6000,¹ì_,2022.12.4 23:17
imyeongsug,ê¹_,4.76253E+12,VISA 16 digit,24957339,¤ì___,"37.564, 127.0019",¼ë¨¸,20000,¹ì_,2022.12.3 17:10
jieun09,ê¹ì§ë¯,4.15424E+15,Diners Club / Carte Blanche,22403189,___¦¬__,"37.6182, 126.9152",_³µ,7000,¹ì_,2022.12.3 5:13
yeonghohan,ë°_,4.53374E+12,American Express,23357962,ë¯¸ë_¤í_,"37.5344, 127.117",ì§__ë©,5000,¹ì_,2022.12.4 0:48
baegeunji,ê¹__,4.05022E+18,Discover,22524260,¼ì___´ì_ë³´í_,"37.5278, 126.8716",¡ë_£êµ­,4500,¹ì_,2022.12.1 2:32
bi,ê¹__,3.81355E+13,Diners Club / Carte Blanche,21813894,_¸°¨ì_,"37.5901, 127.0366",¼ê²¹,12000,¹ì_,2022.11.30 6:58
myeongjagim,¥ì_ì¤,1.80002E+14,JCB 15 digit,11975504,ì£¼ì_,"37.5493, 126.9519",¼ê²¹(200g),13000,¹ì_,2022.12.4 15:33
seunghyeon74,ê¹__,1.80023E+14,Discover,23067390,,"37.49, 127.1264",_¡±ë°(),12000,¹ì_,2022.12.4 13:03
baghyejin,´ì_ë¹,6.76321E+11,JCB 16 digit,23142217,__¬ê,"37.6237, 126.9189",__ë¦¬ì¹´,2000,¹ì_,2022.11.29 13:40
ijongsu,©ì_,6.39004E+11,Mastercard,23516388,__,"37.5165, 127.0363",__êµ,5000,¹ì_,2022.11.29 13:02
hyeonji37,´ì,3.0289E+13,JCB 16 digit,23252322,¼ì__³¼ë¡__ë¬¸í_ê¸°ì_,"37.5947, 127.0594",__êµ_,4000,¹ì_,2022.12.3 11:50
yueunji,__,4.48526E+15,VISA 19 digit,12132354,¼ì_´ë__¬¸,"37.564, 127.0195",ë¹__ë°,5500,¹ì_,2022.12.5 5:04
seunghyeongim,ê¹__,3.05407E+13,VISA 16 digit,12630465,ë§__ë°__,"37.5507, 126.8732",ê¹ì¹__ê°,7000,¹ì_,2022.11.29 19:42
junyeong43,__ì§,2.27595E+15,JCB 16 digit,20622175,ë§_¬¼__,"37.4656, 126.8876",°ë__°¥,7000,¹ì_,2022.12.2 11:44
gimminseog,´ìì§,5.02094E+11,Mastercard,23129805,ê³µë_¤í_ë°__,"37.5489, 126.9576",ê¹ì¹__ê°,5000,¹ì_,2022.11.29 18:48
jiugim,ì§__,4.82107E+18,VISA 16 digit,24404423,__,"37.5325, 126.972",_,5500,¹ì_,2022.11.28 11:48
gimseongjin,ê¹ì¤,2.25039E+15,JCB 16 digit,24066503,ì¼´í_¼í_,"37.5274, 127.031",¼ê²¹(__ 170g),6000,¹ì_,2022.12.5 21:21
ti,__,2.28109E+15,VISA 16 digit,20474942,__,"37.5424, 127.0541",__,20000,¹ì_,2022.12.3 10:53
hansunja,_,2.71976E+15,Maestro,25569533,ì²_ë£,"37.5595, 127.076",ì¹__,9000,¹ì_,2022.12.2 18:18
yeongsiggim,ë°_,3.00449E+13,JCB 16 digit,25877943,ê¸__ê°,"37.6022, 127.078",ê¹ì¹__ê°,5000,¹ì_,2022.11.28 12:00
zbae,ë°__,4.02013E+15,Mastercard,25482293,__,"37.4869, 126.9384",_³µ __ë£,4000,¹ì_,2022.12.5 5:17
yeeun03,ë°_ë¯,6.76153E+11,VISA 13 digit,12136917,¼í_ê¹ë°,"37.5113, 127.0206",ì¹__,12000,¹ì_,2022.11.30 0:12
areum20,__,4.42829E+15,VISA 13 digit,17258552,__¸ê¸°,"37.4914, 126.9234",ê¹ì¹__ê°__¥ì_ê°_°±ë°(__¹ì_),5000,¹ì_,2022.12.3 19:08
jeongnamyang,¡ì_,2.13119E+14,VISA 13 digit,23218045,ê³¨ëª©ì°¸ì_,"37.5415, 126.8412",ì»¤í_,10000,¹ì_,2022.12.4 7:23
rgim,_,4.29661E+18,JCB 16 digit,16602053,ê°__¥ì¹¼êµ_¤ì¡±ë°,"37.5675, 126.9844",ì§¬ë_,4000,¹ì_,2022.12.5 1:32
fyang,ê¹,4.62871E+18,American Express,23253436,ì¹´í_¬ë_ë¦,"37.5537, 127.1298",´ì_êµ,4000,¹ì_,2022.12.1 18:20
jungsugim,ê¹__,3.55808E+15,Mastercard,24424983,¼ì¹´___µì_,"37.4911, 127.1458",ê¹ì¹__ê°,5500,¹ì_,2022.12.2 7:04
yejun62,ê¹ë¯¼ì,4.39309E+12,Mastercard,23342357,ë°±í_ì»¤ì___,"37.5537, 126.9142",ì¹__,9000,¹ì_,2022.12.3 0:47
myeongja46,__,4.24271E+15,Discover,20023294,____-1____,"37.5595, 127.0413",ì»¤í_,7000,¹ì_,2022.11.28 13:50
gimhyeonju,¬ì_ë¯,3.48752E+14,Diners Club / Carte Blanche,26205917,ë¹__ì½_¦¬__¨ë___ëª©ë_,"37.5254, 126.86",ë¶°ë_ì§ë¨¸ë¦¬êµ°¥,5000,¹ì_,2022.12.4 3:05
minjunhwang,ë°__ì§,2.13194E+14,Discover,24910750,ê¸¼ì_¤í_ë¦,"37.5198, 127.0993",ê°__,6000,¹ì_,2022.12.4 18:15
hyeonjii,¥ì_,4.16561E+18,JCB 16 digit,16060548,ë¸__´ì_,"37.559, 126.9629",_©´,5000,¹ì_,2022.12.5 5:22
eunji28,´ì_ì§,6.01136E+15,Mastercard,26341222,©ê_,"37.4888, 126.9268",´ì_ë£(ì»¤í_),6000,¹ì_,2022.12.2 1:51
anam,ê¹__,4.5315E+15,JCB 16 digit,12614971,¸ë_¼ë_ë¸_²½¬ë__,"37.5919, 127.0515",__´ì_êµ,6000,¹ì_,2022.11.30 9:54
gwangsuheo,__,4.28676E+18,JCB 15 digit,12047929,____ì±__ë¹___ë¬¸ì_,"37.572, 127.0576",ë°±ë_,4000,¹ì_,2022.12.5 6:09
songeonu,¥í_,3.51188E+15,JCB 15 digit,12252141,ì¹¼ë_,"37.6414, 127.021",¼ì_,20000,¹ì_,2022.11.30 7:11
agim,ê¹__,3.54896E+15,JCB 15 digit,22789540,ë¡__TRS,"37.5333, 126.9658",¼ê²¹(__200g),6000,¹ì_,2022.12.2 10:39
gyeongsu79,´ì_ì§,4.2245E+12,Maestro,24923560,_____°©,"37.5858, 126.9181",ê¹ì¹__ê°,6000,¹ì_,2022.12.4 8:05
cunjagim,©ì_ë¯,4.57537E+15,Maestro,25884496,ë³´ë¦¿ê³,"37.53, 126.8751",____ ¸í_,5500,¹ì_,2022.12.3 16:37
seojun33,ì°¨ì_,2.2293E+15,JCB 16 digit,16955242,_____MC,"37.5761, 126.9097",ê°__ì°__,6000,¹ì_,2022.12.2 20:55
sangceol45,´ëì§,3.43702E+14,VISA 19 digit,20475197,¬ì___,"37.4532, 126.9087",¼ê²¹ ,12000,¹ì_,2022.11.28 20:14
hanjuweon,ë°±ì_,3.72458E+14,VISA 13 digit,22355116,____,"37.6134, 127.0384",ê¹ë°,1500,¹ì_,2022.12.1 5:01
minseog99,´ë_,3.53044E+15,Maestro,15675885,__ëª¨í_,"37.5901, 127.073",¤ë__°¥,8000,¹ì_,2022.12.2 9:20
hyeonsug13,ë°__,2.72025E+15,Diners Club / Carte Blanche,26021095,ê±´êµ­°ì_,"37.5942, 127.0944",ê°__,6000,¹ì_,2022.12.5 18:33
seohyeongwag,ë°__,5.03894E+11,JCB 16 digit,24360601,__ì½__ë©__,"37.5185, 126.9761",ë°±ë_,5000,¹ì_,2022.12.4 15:04
coemijeong,ë°°ì_,3.01916E+13,VISA 16 digit,17258056,¨ì____§¥ì£,"37.5708, 126.9874",¼ê²¹´ì_(2),27000,¹ì_,2022.12.4 19:14
gyeongjagang,´ì_,60468007764,JCB 16 digit,16309277,ë¯¸ë_¤í_,"37.5378, 127.0527",1L __ë¦¬ì¹´,3800,¹ì_,2022.12.2 17:45
anyejun,ë¥__,3.44143E+14,VISA 16 digit,21834547,____,"37.5047, 127.0429",ì»¤í_,5000,¹ì_,2022.12.1 11:06
seoyeong31,ê¹ë¯¼ì_,3.59076E+15,VISA 19 digit,16185043,ë¹_³µê°_¬´©í_,"37.4809, 127.1265",ë§____ë¹_°¥,6000,¹ì_,2022.11.29 3:07
hyeonjunseo,´ë_,4.02586E+15,American Express,16522305,£ì¸ë_°ì_,"37.5924, 127.0762",ê¹ì¹__ê°,5500,¹ì_,2022.12.1 23:02
bagsanghun,¤ì_ê¸,6.39024E+11,VISA 19 digit,20002388,ì»¤í_ë¹,"37.5819, 127.0026",ê°__,8000,¹ì_,2022.12.3 2:14
pi,´ì_,4.181E+12,Discover,22770840,°ë¦¬ë¶__,"37.5911, 127.0203",ê°__,7000,¹ì_,2022.12.1 14:36
sangceol35,ê³_,4.25407E+15,American Express,16095584,´ì_,"37.5352, 126.9944",__,18000,¹ì_,2022.12.1 17:51
yeongmi98,__,1.80038E+14,Discover,25013663,±ì_F&V,"37.5526, 127.1354",¤ê²¹¼ê²¹(êµ_200ê·¸ë_),11000,¹ì_,2022.12.3 19:03
yeongil77,´ì_,4.75135E+15,VISA 16 digit,24812553,ë¦¬í_ë¸_¦­,"37.5858, 126.9859",__ì°__,5000,¹ì_,2022.12.1 20:29
xgim,__ì²,3.5431E+15,American Express,12069064,____´ë___ê³µì_,"37.5206, 127.0361",¬ì_¸í_ë£,250,¹ì_,2022.11.29 8:58
migyeonggim,__ë¯,4.19E+15,VISA 16 digit,23447735,_³¨,"37.6402, 127.0296",ì»¤í_,2000,¹ì_,2022.11.30 16:35
oryu,_,2.13128E+14,VISA 16 digit,24956944,´ë¦¬°ì____,"37.527, 126.8941",¼ê²¹(200g),10000,¹ì_,2022.11.28 18:57
yeongho92,°ì_,2.567E+15,VISA 13 digit,16176281,ì°__ë§___³¨ì´,"37.5116, 127.033",ê¹ì¹__ê°,7000,¹ì_,2022.11.28 19:52
yangjiu,__,4.92651E+15,VISA 19 digit,16603236,____ì¸,"37.5577, 126.9265",ì»¤í_,10000,¹ì_,2022.11.30 21:52
doyun08,´í_,3.5997E+15,American Express,24538082,¼ì¡´,"37.6588, 127.0621",êµ__ë§__,4000,¹ì_,2022.11.29 22:45
soneungyeong,ê¹¤ì_,1.80098E+14,VISA 16 digit,12547925,ë¥´ê¼¬_ª©__,"37.5281, 126.862",__ë¹,4000,¹ì_,2022.11.30 1:52
iseongho,´ì,4.68138E+15,VISA 19 digit,25354178,¸í___.ê³¼í___,"37.5145, 127.042",ê¹ë°,2000,¹ì_,2022.12.5 23:39
jjang,ê¹ë¯¸ê²½,3.77235E+14,VISA 19 digit,26422107,ìµ__¤ì_,"37.6236, 126.934",__ì°__,4000,¹ì_,2022.11.29 15:11
ogjagim,ê¹ì¤,3.82371E+13,VISA 16 digit,19971756,¼ì_¤ì¿¨,"37.5652, 126.9301",ë¯¸ì_ë£(ì»¤í_),9000,¹ì_,2022.12.5 8:11
qi,ê¹ì§,4.17113E+15,VISA 16 digit,23909616,¼ì___,"37.4896, 127.0515",ì§__ë©,3000,¹ì_,2022.12.5 18:39
jgang,ì°¨ì,4.71095E+12,American Express,24014410,°ìë¬¼í_,"37.6671, 127.0334",_©´,5000,¹ì_,2022.12.3 19:14
eunjubag,´ì_,2.13144E+14,VISA 16 digit,22511320,__ì¤___§¤,"37.4999, 126.9007",ì»¤í_,7000,¹ì_,2022.12.2 14:20
bagyeongmi,ë°°ì_,3.78386E+14,American Express,24871302,ë¿_¦¬ì¹_³¼ê¸°ê³µ,"37.527, 126.8953",__,30000,¹ì_,2022.12.4 7:44
gimgyeongsug,ë°__,3.01543E+13,JCB 16 digit,11888257,____,"37.6024, 126.9514",ë§__,4000,¹ì_,2022.12.1 11:42
sanghyeonyang,¡ì_,4.90842E+18,VISA 16 digit,12080780,¼ë_ë²_¥´,"37.5572, 126.946",ì¹´ë_°¥,6000,¹ì_,2022.12.1 12:53
kson,ê¹__,4.036E+15,JCB 15 digit,25741235,__¸í___¸í_,"37.5482, 127.11",ë°_½ì¹¼êµ_,5000,¹ì_,2022.12.3 3:33
minjaebag,ë°_,4.5657E+12,VISA 16 digit,24510783,__¼ë_,"37.6187, 126.922",_©´,4500,¹ì_,2022.11.29 2:57
gimseohyeon,ê¹__,4.05882E+15,American Express,24616451,____©ê±´ê°__,"37.4962, 126.8437",_©´,5000,¹ì_,2022.11.29 6:04
miyeong68,ìµ__,3.05018E+13,JCB 16 digit,24672162,´ì_____,"37.5832, 127.0316",__,35000,¹ì_,2022.11.29 20:12
yeweon49,ê°__,3.51864E+15,American Express,25836841,ì¡°ìê³µì_ì¤__,"37.5083, 126.9672",¼ìê°__(êµ_/250g),12000,¹ì_,2022.12.4 19:19
gyeongsuhong,´ë_ì²,3.71036E+14,American Express,12257786,ì¤__´ë¬¼,"37.4897, 126.8853",__ê¸°ì½©_¬¼ë°,4000,¹ì_,2022.11.28 21:24
yunseo74,ìµ__,4.92929E+15,VISA 19 digit,28130547,_¦¬ë°__,"37.498, 127.0592",ë³¼ë¥¨__,23000,¹ì_,2022.12.2 20:40
yeongmii,ìµ__,1.80063E+14,American Express,24521036,____,"37.6223, 127.0329",¼ê²¹(200g),10000,¹ì_,2022.12.4 23:53
caeweongim,__ì¤,3.75982E+14,American Express,24436595,¼ì___ë¦¬ë___,"37.5808, 127.0706",ì§¬ë_(ê¸°ì),4000,¹ì_,2022.12.3 2:01
seobyeongceol,ë°__,2.4818E+15,JCB 16 digit,16752680,´ì____,"37.4361, 126.9024",__,6000,¹ì_,2022.11.28 15:51
yunminji,ê³½ì,4.34844E+15,Diners Club / Carte Blanche,21782809,___,"37.5435, 127.0668",__,4000,¹ì_,2022.12.3 7:31
di,´ì_ì¤,4.47215E+18,Discover,12081657,¤ì´ë©ì_,"37.5322, 127.1417",ì§¬ë_,4500,¹ì_,2022.12.2 23:23
jihyegang,´ì_,5.72711E+11,VISA 16 digit,26180065,ë°__¬ì_,"37.4803, 126.8893",ë¯¸ì_ë£(__),27000,¹ì_,2022.12.2 13:21
yeji95,ë°__,2.13181E+14,VISA 19 digit,16995435,_¹µ´ì_ê¸,"37.5266, 127.1344",__ì°__,7000,¹ì_,2022.12.2 5:10
coegyeongja,ê°__,3.02534E+13,Discover,21879284,___HAì¹__,"37.5652, 126.9069",__ì°__,5000,¹ì_,2022.11.30 2:29
gi,ë¬¸ì,3.52833E+15,VISA 16 digit,16999297,ë°_¦¬¤íë§_¥´ì½_24,"37.576, 126.8947",ê¹ì¹__ê°,6000,¹ì_,2022.11.29 16:33
jeongja65,¤ë_,4.56683E+18,VISA 19 digit,25050193,__ê°__´ì_êµ,"37.4864, 126.9422",ê¹ì¹__ê°,4000,¹ì_,2022.11.29 2:10
coecaeweon,ìµ__,1.80014E+14,VISA 16 digit,16996170,°ê_ì§,"37.4799, 126.877",__ì»¤í_,2500,¹ì_,2022.11.30 16:34
ryujaeho,ê¹ì§,4.5473E+15,VISA 13 digit,12054604,ì»´ë_°ê°ì_,"37.4787, 126.8818",ë°±ë_,5000,¹ì_,2022.11.29 15:43
mhwang,__ë¯,3.50561E+15,Maestro,16978368,ë¹___´ë¨¼,"37.5107, 127.0945",ê¹ì¹__ê°,5000,¹ì_,2022.11.28 11:18
hgo,_£¼,3.7561E+14,JCB 16 digit,12076112,ë¯¸ì_¤ì_,"37.4999, 127.0234",ì»¤í_,6000,¹ì_,2022.12.4 4:21
jeongjai,´ë_,6.75909E+11,Maestro,16395514,°ì¤ì_´ë¡±,"37.5562, 127.1595",ì§¬ë_,7000,¹ì_,2022.11.28 12:20
mijeongi,¡í_,4.25126E+15,VISA 16 digit,24484077,__ì²³¼,"37.4852, 126.9858",¼ê²¹,5900,¹ì_,2022.11.30 20:14
ggim,©ì_,2.26552E+15,Diners Club / Carte Blanche,12289705,ê³____,"37.5708, 126.916",__ì»¤í_,7000,¹ì_,2022.12.3 21:24
gimjeongsig,ê¹ì§,5.35601E+15,Diners Club / Carte Blanche,16089030,BAGUETTEK,"37.5003, 127.0414",¥ì_+ê³µê¸°ë°,7000,¹ì_,2022.11.29 2:37
seoyunbag,ê¹ì¤,3.52384E+15,Mastercard,25986840,__ê°__ì§,"37.5031, 127.0509",ì¹´í_¼ë_,2800,¹ì_,2022.11.30 0:33
rgim,ë°_ê²,2.27602E+15,JCB 16 digit,16140205,ëª__°ì_,"37.487, 127.1183",ì¹¼êµ­,5000,¹ì_,2022.12.3 17:10
hyeonjiyang,__,3.42272E+14,VISA 19 digit,16160964,__,"37.4739, 126.9805",__ê²¹ì_ 180g,13000,¹ì_,2022.12.1 8:34
obag,ë°__,1.80039E+14,VISA 13 digit,21948430,__,"37.5129, 127.0571",ê¹ì¹__ê°,5900,¹ì_,2022.12.1 17:44
jihyesong,ê¹_,2.13197E+14,Discover,11779645,__¸ë·°,"37.4911, 126.9118",ê¹ì¹__ê°,4500,¹ì_,2022.11.29 22:50
yujin28,ê¹ë¯¼ì_,3.55282E+15,VISA 16 digit,16641811,ë¬,"37.4927, 127.1266",ì§¬ë_,5500,¹ì_,2022.11.28 21:13
isunja,´ì_,6.0114E+15,Mastercard,24029472,___ì°,"37.5728, 126.8179",ë§__êµ,6500,¹ì_,2022.11.28 10:01
wbag,ê¹__,3.57754E+15,JCB 16 digit,24429428,__´ì_ì§,"37.606, 127.0947",¼ì_ ,25000,¹ì_,2022.12.2 14:07
yangseonghun,ê°_ì¤,4.48612E+12,JCB 15 digit,25302250,_____ì¼,"37.5119, 127.0274",_³µ 1ë² ,5000,¹ì_,2022.12.1 4:20
eunseo41,´ì_,4.29035E+12,JCB 15 digit,16477897,ë°__,"37.5718, 126.9926",ë¯¸ì_ë£(ì»¤í_),8000,¹ì_,2022.11.28 10:01
junseo67,ìµ__,3.57003E+15,JCB 16 digit,22616726,CU,"37.4838, 126.891",__ë¶,5500,¹ì_,2022.11.30 19:21
jeongja38,´ëì§,6.76161E+11,VISA 13 digit,20592726,ê³__°ì_ë¶__ë¹,"37.5016, 126.9008",ì§¬ë_,6000,¹ì_,2022.12.3 14:59
ryuseohyeon,ë°__,4.69527E+15,JCB 16 digit,22825643,ì²_³´,"37.6067, 127.0097",ë¹__ë§_µ­,6500,¹ì_,2022.11.29 0:13
yuneunjeong,©ì_,3.55322E+15,Maestro,24543197,¸ì_¨ì_,"37.5706, 127.0002",__ë³¶ì_,6000,¹ì_,2022.12.1 12:48
bgim,ê¹ì±__,3.55291E+15,VISA 19 digit,16433424,ê°¤ë__Cë°,"37.5808, 126.9255",ê¹ì¹_³¶_°¥,6000,¹ì_,2022.12.3 19:27
ho,ê¹__,3.50135E+15,VISA 16 digit,12122332,GS25ë§_³¡____¸ì_,"37.5596, 126.8372",¼ê²¹(600g),13000,¹ì_,2022.12.1 12:12
ijeonghun,ê¹__,3.58348E+15,VISA 16 digit,26015569,ê°____,"37.5359, 127.0718",ì»¤í_,6000,¹ì_,2022.11.28 20:02
